"time
References : ['vcap512']
Dependency : [time]
Num. Points : [30006]
Matrix Size : scalar
Type : Real","vcap512
References : []
Dependency : [time]
Num. Points : [30006]
Matrix Size : scalar
Type : Real"
529.1 psec,165.1 mV
529.2 psec,165.7 mV
529.3 psec,166.4 mV
529.4 psec,167.2 mV
529.5 psec,168.1 mV
529.6 psec,169.1 mV
529.7 psec,170.1 mV
529.8 psec,171.2 mV
529.9 psec,172.4 mV
530.0 psec,173.6 mV
530.1 psec,175.0 mV
530.2 psec,176.3 mV
530.3 psec,177.8 mV
530.4 psec,179.2 mV
530.5 psec,180.8 mV
530.6 psec,182.4 mV
530.7 psec,184.0 mV
530.8 psec,185.6 mV
530.9 psec,187.3 mV
531.0 psec,189.0 mV
531.1 psec,190.7 mV
531.2 psec,192.5 mV
531.3 psec,194.3 mV
531.4 psec,196.0 mV
531.5 psec,197.8 mV
531.6 psec,199.6 mV
531.7 psec,201.3 mV
531.8 psec,203.1 mV
531.9 psec,204.8 mV
532.0 psec,206.5 mV
532.1 psec,208.2 mV
532.2 psec,209.8 mV
532.3 psec,211.4 mV
532.4 psec,213.0 mV
532.5 psec,214.5 mV
532.6 psec,215.9 mV
532.7 psec,217.4 mV
532.8 psec,218.7 mV
532.9 psec,220.0 mV
533.0 psec,221.2 mV
533.1 psec,222.3 mV
533.2 psec,223.4 mV
533.3 psec,224.4 mV
533.4 psec,225.3 mV
533.5 psec,226.1 mV
533.6 psec,226.9 mV
533.7 psec,227.5 mV
533.8 psec,228.1 mV
533.9 psec,228.5 mV
534.0 psec,228.9 mV
534.1 psec,229.2 mV
534.2 psec,229.4 mV
534.3 psec,229.5 mV
534.4 psec,229.5 mV
534.5 psec,229.3 mV
534.6 psec,229.1 mV
534.7 psec,228.8 mV
534.8 psec,228.5 mV
534.9 psec,228.0 mV
535.0 psec,227.4 mV
535.1 psec,226.7 mV
535.2 psec,226.0 mV
535.3 psec,225.1 mV
535.4 psec,224.2 mV
535.5 psec,223.2 mV
535.6 psec,222.1 mV
535.7 psec,221.0 mV
535.8 psec,219.8 mV
535.9 psec,218.5 mV
536.0 psec,217.2 mV
536.1 psec,215.8 mV
536.2 psec,214.4 mV
536.3 psec,212.9 mV
536.4 psec,211.4 mV
536.5 psec,209.8 mV
536.6 psec,208.2 mV
536.7 psec,206.6 mV
536.8 psec,205.0 mV
536.9 psec,203.4 mV
537.0 psec,201.8 mV
537.1 psec,200.1 mV
537.2 psec,198.5 mV
537.3 psec,196.9 mV
537.4 psec,195.3 mV
537.5 psec,193.7 mV
537.6 psec,192.2 mV
537.7 psec,190.7 mV
537.8 psec,189.2 mV
537.9 psec,187.8 mV
538.0 psec,186.4 mV
538.1 psec,185.1 mV
538.2 psec,183.9 mV
538.3 psec,182.7 mV
538.4 psec,181.6 mV
538.5 psec,180.5 mV
538.6 psec,179.6 mV
538.7 psec,178.7 mV
538.8 psec,177.9 mV
538.9 psec,177.2 mV
539.0 psec,176.6 mV
539.1 psec,176.1 mV
539.2 psec,175.6 mV
539.3 psec,175.3 mV
539.4 psec,175.1 mV
539.5 psec,175.0 mV
539.6 psec,174.9 mV
539.7 psec,175.0 mV
539.8 psec,175.2 mV
539.9 psec,175.4 mV
540.0 psec,175.8 mV
540.1 psec,176.2 mV
540.2 psec,176.8 mV
540.3 psec,177.4 mV
540.4 psec,178.2 mV
540.5 psec,179.0 mV
540.6 psec,179.9 mV
540.7 psec,180.9 mV
540.8 psec,181.9 mV
540.9 psec,183.0 mV
541.0 psec,184.2 mV
541.1 psec,185.5 mV
541.2 psec,186.8 mV
541.3 psec,188.1 mV
541.4 psec,189.5 mV
541.5 psec,191.0 mV
541.6 psec,192.4 mV
541.7 psec,193.9 mV
541.8 psec,195.5 mV
541.9 psec,197.0 mV
542.0 psec,198.5 mV
542.1 psec,200.1 mV
542.2 psec,201.6 mV
542.3 psec,203.1 mV
542.4 psec,204.6 mV
542.5 psec,206.1 mV
542.6 psec,207.5 mV
542.7 psec,208.9 mV
542.8 psec,210.3 mV
542.9 psec,211.6 mV
543.0 psec,212.9 mV
543.1 psec,214.1 mV
543.2 psec,215.2 mV
543.3 psec,216.2 mV
543.4 psec,217.2 mV
543.5 psec,218.1 mV
543.6 psec,218.9 mV
543.7 psec,219.7 mV
543.8 psec,220.3 mV
543.9 psec,220.8 mV
544.0 psec,221.3 mV
544.1 psec,221.6 mV
544.2 psec,221.9 mV
544.3 psec,222.0 mV
544.4 psec,222.1 mV
544.5 psec,222.0 mV
544.6 psec,221.9 mV
544.7 psec,221.6 mV
544.8 psec,221.3 mV
544.9 psec,220.8 mV
545.0 psec,220.3 mV
545.1 psec,219.7 mV
545.2 psec,218.9 mV
545.3 psec,218.1 mV
545.4 psec,217.2 mV
545.5 psec,216.3 mV
545.6 psec,215.2 mV
545.7 psec,214.1 mV
545.8 psec,212.9 mV
545.9 psec,211.7 mV
546.0 psec,210.4 mV
546.1 psec,209.1 mV
546.2 psec,207.7 mV
546.3 psec,206.3 mV
546.4 psec,204.9 mV
546.5 psec,203.5 mV
546.6 psec,202.0 mV
546.7 psec,200.5 mV
546.8 psec,199.1 mV
546.9 psec,197.6 mV
547.0 psec,196.2 mV
547.1 psec,194.8 mV
547.2 psec,193.4 mV
547.3 psec,192.1 mV
547.4 psec,190.8 mV
547.5 psec,189.5 mV
547.6 psec,188.3 mV
547.7 psec,187.2 mV
547.8 psec,186.1 mV
547.9 psec,185.1 mV
548.0 psec,184.2 mV
548.1 psec,183.4 mV
548.2 psec,182.6 mV
548.3 psec,182.0 mV
548.4 psec,181.4 mV
548.5 psec,181.0 mV
548.6 psec,180.6 mV
548.7 psec,180.3 mV
548.8 psec,180.2 mV
548.9 psec,180.1 mV
549.0 psec,180.1 mV
549.1 psec,180.3 mV
549.2 psec,180.5 mV
549.3 psec,180.8 mV
549.4 psec,181.3 mV
549.5 psec,181.8 mV
549.6 psec,182.5 mV
549.7 psec,183.2 mV
549.8 psec,184.0 mV
549.9 psec,184.9 mV
550.0 psec,185.8 mV
550.1 psec,186.9 mV
550.2 psec,188.0 mV
550.3 psec,189.1 mV
550.4 psec,190.3 mV
550.5 psec,191.6 mV
550.6 psec,192.9 mV
550.7 psec,194.2 mV
550.8 psec,195.6 mV
550.9 psec,197.0 mV
551.0 psec,198.4 mV
551.1 psec,199.8 mV
551.2 psec,201.2 mV
551.3 psec,202.6 mV
551.4 psec,203.9 mV
551.5 psec,205.3 mV
551.6 psec,206.6 mV
551.7 psec,207.9 mV
551.8 psec,209.1 mV
551.9 psec,210.2 mV
552.0 psec,211.4 mV
552.1 psec,212.4 mV
552.2 psec,213.4 mV
552.3 psec,214.3 mV
552.4 psec,215.1 mV
552.5 psec,215.8 mV
552.6 psec,216.5 mV
552.7 psec,217.0 mV
552.8 psec,217.4 mV
552.9 psec,217.8 mV
553.0 psec,218.0 mV
553.1 psec,218.2 mV
553.2 psec,218.2 mV
553.3 psec,218.2 mV
553.4 psec,218.0 mV
553.5 psec,217.7 mV
553.6 psec,217.4 mV
553.7 psec,216.9 mV
553.8 psec,216.3 mV
553.9 psec,215.7 mV
554.0 psec,214.9 mV
554.1 psec,214.1 mV
554.2 psec,213.2 mV
554.3 psec,212.2 mV
554.4 psec,211.2 mV
554.5 psec,210.1 mV
554.6 psec,208.9 mV
554.7 psec,207.7 mV
554.8 psec,206.5 mV
554.9 psec,205.2 mV
555.0 psec,203.9 mV
555.1 psec,202.5 mV
555.2 psec,201.2 mV
555.3 psec,199.8 mV
555.4 psec,198.5 mV
555.5 psec,197.2 mV
555.6 psec,195.9 mV
555.7 psec,194.6 mV
555.8 psec,193.3 mV
555.9 psec,192.1 mV
556.0 psec,191.0 mV
556.1 psec,189.9 mV
556.2 psec,188.8 mV
556.3 psec,187.9 mV
556.4 psec,187.0 mV
556.5 psec,186.2 mV
556.6 psec,185.5 mV
556.7 psec,184.8 mV
556.8 psec,184.3 mV
556.9 psec,183.9 mV
557.0 psec,183.5 mV
557.1 psec,183.3 mV
557.2 psec,183.2 mV
557.3 psec,183.1 mV
557.4 psec,183.2 mV
557.5 psec,183.4 mV
557.6 psec,183.7 mV
557.7 psec,184.0 mV
557.8 psec,184.5 mV
557.9 psec,185.1 mV
558.0 psec,185.8 mV
558.1 psec,186.5 mV
558.2 psec,187.3 mV
558.3 psec,188.3 mV
558.4 psec,189.2 mV
558.5 psec,190.3 mV
558.6 psec,191.4 mV
558.7 psec,192.5 mV
558.8 psec,193.7 mV
558.9 psec,195.0 mV
559.0 psec,196.2 mV
559.1 psec,197.5 mV
559.2 psec,198.8 mV
559.3 psec,200.1 mV
559.4 psec,201.4 mV
559.5 psec,202.7 mV
559.6 psec,204.0 mV
559.7 psec,205.2 mV
559.8 psec,206.4 mV
559.9 psec,207.6 mV
560.0 psec,208.7 mV
560.1 psec,209.7 mV
560.2 psec,210.7 mV
560.3 psec,211.6 mV
560.4 psec,212.4 mV
560.5 psec,213.2 mV
560.6 psec,213.8 mV
560.7 psec,214.4 mV
560.8 psec,214.9 mV
560.9 psec,215.2 mV
561.0 psec,215.5 mV
561.1 psec,215.7 mV
561.2 psec,215.7 mV
561.3 psec,215.7 mV
561.4 psec,215.6 mV
561.5 psec,215.3 mV
561.6 psec,215.0 mV
561.7 psec,214.5 mV
561.8 psec,214.0 mV
561.9 psec,213.3 mV
562.0 psec,212.6 mV
562.1 psec,211.8 mV
562.2 psec,210.9 mV
562.3 psec,210.0 mV
562.4 psec,209.0 mV
562.5 psec,207.9 mV
562.6 psec,206.8 mV
562.7 psec,205.6 mV
562.8 psec,204.4 mV
562.9 psec,203.2 mV
563.0 psec,201.9 mV
563.1 psec,200.6 mV
563.2 psec,199.4 mV
563.3 psec,198.1 mV
563.4 psec,196.9 mV
563.5 psec,195.7 mV
563.6 psec,194.5 mV
563.7 psec,193.3 mV
563.8 psec,192.3 mV
563.9 psec,191.2 mV
564.0 psec,190.2 mV
564.1 psec,189.3 mV
564.2 psec,188.5 mV
564.3 psec,187.8 mV
564.4 psec,187.1 mV
564.5 psec,186.5 mV
564.6 psec,186.1 mV
564.7 psec,185.7 mV
564.8 psec,185.4 mV
564.9 psec,185.3 mV
565.0 psec,185.2 mV
565.1 psec,185.2 mV
565.2 psec,185.4 mV
565.3 psec,185.6 mV
565.4 psec,186.0 mV
565.5 psec,186.4 mV
565.6 psec,187.0 mV
565.7 psec,187.6 mV
565.8 psec,188.3 mV
565.9 psec,189.1 mV
566.0 psec,190.0 mV
566.1 psec,191.0 mV
566.2 psec,192.0 mV
566.3 psec,193.0 mV
566.4 psec,194.1 mV
566.5 psec,195.3 mV
566.6 psec,196.5 mV
566.7 psec,197.7 mV
566.8 psec,198.9 mV
566.9 psec,200.1 mV
567.0 psec,201.4 mV
567.1 psec,202.6 mV
567.2 psec,203.8 mV
567.3 psec,204.9 mV
567.4 psec,206.0 mV
567.5 psec,207.1 mV
567.6 psec,208.1 mV
567.7 psec,209.1 mV
567.8 psec,210.0 mV
567.9 psec,210.8 mV
568.0 psec,211.5 mV
568.1 psec,212.2 mV
568.2 psec,212.7 mV
568.3 psec,213.2 mV
568.4 psec,213.5 mV
568.5 psec,213.8 mV
568.6 psec,213.9 mV
568.7 psec,214.0 mV
568.8 psec,213.9 mV
568.9 psec,213.8 mV
569.0 psec,213.5 mV
569.1 psec,213.2 mV
569.2 psec,212.7 mV
569.3 psec,212.1 mV
569.4 psec,211.5 mV
569.5 psec,210.8 mV
569.6 psec,210.0 mV
569.7 psec,209.1 mV
569.8 psec,208.1 mV
569.9 psec,207.1 mV
570.0 psec,206.1 mV
570.1 psec,205.0 mV
570.2 psec,203.8 mV
570.3 psec,202.6 mV
570.4 psec,201.5 mV
570.5 psec,200.3 mV
570.6 psec,199.1 mV
570.7 psec,197.9 mV
570.8 psec,196.7 mV
570.9 psec,195.6 mV
571.0 psec,194.5 mV
571.1 psec,193.4 mV
571.2 psec,192.4 mV
571.3 psec,191.5 mV
571.4 psec,190.6 mV
571.5 psec,189.8 mV
571.6 psec,189.1 mV
571.7 psec,188.5 mV
571.8 psec,187.9 mV
571.9 psec,187.5 mV
572.0 psec,187.1 mV
572.1 psec,186.9 mV
572.2 psec,186.8 mV
572.3 psec,186.7 mV
572.4 psec,186.8 mV
572.5 psec,187.0 mV
572.6 psec,187.2 mV
572.7 psec,187.6 mV
572.8 psec,188.1 mV
572.9 psec,188.6 mV
573.0 psec,189.3 mV
573.1 psec,190.0 mV
573.2 psec,190.8 mV
573.3 psec,191.7 mV
573.4 psec,192.7 mV
573.5 psec,193.7 mV
573.6 psec,194.7 mV
573.7 psec,195.8 mV
573.8 psec,197.0 mV
573.9 psec,198.1 mV
574.0 psec,199.3 mV
574.1 psec,200.4 mV
574.2 psec,201.6 mV
574.3 psec,202.7 mV
574.4 psec,203.9 mV
574.5 psec,204.9 mV
574.6 psec,206.0 mV
574.7 psec,207.0 mV
574.8 psec,207.9 mV
574.9 psec,208.8 mV
575.0 psec,209.6 mV
575.1 psec,210.3 mV
575.2 psec,210.9 mV
575.3 psec,211.4 mV
575.4 psec,211.9 mV
575.5 psec,212.2 mV
575.6 psec,212.5 mV
575.7 psec,212.6 mV
575.8 psec,212.7 mV
575.9 psec,212.6 mV
576.0 psec,212.4 mV
576.1 psec,212.1 mV
576.2 psec,211.8 mV
576.3 psec,211.3 mV
576.4 psec,210.7 mV
576.5 psec,210.1 mV
576.6 psec,209.3 mV
576.7 psec,208.5 mV
576.8 psec,207.7 mV
576.9 psec,206.7 mV
577.0 psec,205.7 mV
577.1 psec,204.7 mV
577.2 psec,203.6 mV
577.3 psec,202.5 mV
577.4 psec,201.4 mV
577.5 psec,200.2 mV
577.6 psec,199.1 mV
577.7 psec,198.0 mV
577.8 psec,196.9 mV
577.9 psec,195.8 mV
578.0 psec,194.7 mV
578.1 psec,193.7 mV
578.2 psec,192.8 mV
578.3 psec,191.9 mV
578.4 psec,191.1 mV
578.5 psec,190.4 mV
578.6 psec,189.8 mV
578.7 psec,189.2 mV
578.8 psec,188.7 mV
578.9 psec,188.4 mV
579.0 psec,188.1 mV
579.1 psec,188.0 mV
579.2 psec,187.9 mV
579.3 psec,187.9 mV
579.4 psec,188.1 mV
579.5 psec,188.4 mV
579.6 psec,188.7 mV
579.7 psec,189.2 mV
579.8 psec,189.7 mV
579.9 psec,190.3 mV
580.0 psec,191.0 mV
580.1 psec,191.8 mV
580.2 psec,192.7 mV
580.3 psec,193.6 mV
580.4 psec,194.6 mV
580.5 psec,195.6 mV
580.6 psec,196.7 mV
580.7 psec,197.8 mV
580.8 psec,198.9 mV
580.9 psec,200.0 mV
581.0 psec,201.1 mV
581.1 psec,202.2 mV
581.2 psec,203.3 mV
581.3 psec,204.3 mV
581.4 psec,205.3 mV
581.5 psec,206.3 mV
581.6 psec,207.2 mV
581.7 psec,208.0 mV
581.8 psec,208.8 mV
581.9 psec,209.4 mV
582.0 psec,210.0 mV
582.1 psec,210.5 mV
582.2 psec,211.0 mV
582.3 psec,211.3 mV
582.4 psec,211.5 mV
582.5 psec,211.6 mV
582.6 psec,211.6 mV
582.7 psec,211.5 mV
582.8 psec,211.3 mV
582.9 psec,211.0 mV
583.0 psec,210.6 mV
583.1 psec,210.1 mV
583.2 psec,209.5 mV
583.3 psec,208.8 mV
583.4 psec,208.1 mV
583.5 psec,207.3 mV
583.6 psec,206.4 mV
583.7 psec,205.4 mV
583.8 psec,204.4 mV
583.9 psec,203.4 mV
584.0 psec,202.4 mV
584.1 psec,201.3 mV
584.2 psec,200.2 mV
584.3 psec,199.1 mV
584.4 psec,198.0 mV
584.5 psec,197.0 mV
584.6 psec,196.0 mV
584.7 psec,195.0 mV
584.8 psec,194.0 mV
584.9 psec,193.1 mV
585.0 psec,192.3 mV
585.1 psec,191.6 mV
585.2 psec,190.9 mV
585.3 psec,190.3 mV
585.4 psec,189.8 mV
585.5 psec,189.4 mV
585.6 psec,189.1 mV
585.7 psec,189.0 mV
585.8 psec,188.9 mV
585.9 psec,188.9 mV
586.0 psec,189.0 mV
586.1 psec,189.2 mV
586.2 psec,189.5 mV
586.3 psec,189.9 mV
586.4 psec,190.4 mV
586.5 psec,191.0 mV
586.6 psec,191.7 mV
586.7 psec,192.5 mV
586.8 psec,193.3 mV
586.9 psec,194.2 mV
587.0 psec,195.1 mV
587.1 psec,196.1 mV
587.2 psec,197.1 mV
587.3 psec,198.2 mV
587.4 psec,199.2 mV
587.5 psec,200.3 mV
587.6 psec,201.3 mV
587.7 psec,202.4 mV
587.8 psec,203.4 mV
587.9 psec,204.4 mV
588.0 psec,205.3 mV
588.1 psec,206.2 mV
588.2 psec,207.1 mV
588.3 psec,207.8 mV
588.4 psec,208.5 mV
588.5 psec,209.1 mV
588.6 psec,209.6 mV
588.7 psec,210.0 mV
588.8 psec,210.4 mV
588.9 psec,210.6 mV
589.0 psec,210.7 mV
589.1 psec,210.7 mV
589.2 psec,210.7 mV
589.3 psec,210.5 mV
589.4 psec,210.2 mV
589.5 psec,209.8 mV
589.6 psec,209.3 mV
589.7 psec,208.7 mV
589.8 psec,208.1 mV
589.9 psec,207.4 mV
590.0 psec,206.6 mV
590.1 psec,205.7 mV
590.2 psec,204.8 mV
590.3 psec,203.8 mV
590.4 psec,202.8 mV
590.5 psec,201.8 mV
590.6 psec,200.8 mV
590.7 psec,199.7 mV
590.8 psec,198.7 mV
590.9 psec,197.6 mV
591.0 psec,196.6 mV
591.1 psec,195.7 mV
591.2 psec,194.8 mV
591.3 psec,193.9 mV
591.4 psec,193.1 mV
591.5 psec,192.3 mV
591.6 psec,191.7 mV
591.7 psec,191.1 mV
591.8 psec,190.6 mV
591.9 psec,190.2 mV
592.0 psec,189.9 mV
592.1 psec,189.7 mV
592.2 psec,189.6 mV
592.3 psec,189.7 mV
592.4 psec,189.8 mV
592.5 psec,190.0 mV
592.6 psec,190.3 mV
592.7 psec,190.7 mV
592.8 psec,191.2 mV
592.9 psec,191.8 mV
593.0 psec,192.5 mV
593.1 psec,193.2 mV
593.2 psec,194.0 mV
593.3 psec,194.9 mV
593.4 psec,195.8 mV
593.5 psec,196.8 mV
593.6 psec,197.8 mV
593.7 psec,198.8 mV
593.8 psec,199.8 mV
593.9 psec,200.8 mV
594.0 psec,201.8 mV
594.1 psec,202.8 mV
594.2 psec,203.8 mV
594.3 psec,204.7 mV
594.4 psec,205.6 mV
594.5 psec,206.4 mV
594.6 psec,207.2 mV
594.7 psec,207.8 mV
594.8 psec,208.4 mV
594.9 psec,208.9 mV
595.0 psec,209.3 mV
595.1 psec,209.7 mV
595.2 psec,209.9 mV
595.3 psec,210.0 mV
595.4 psec,210.0 mV
595.5 psec,209.9 mV
595.6 psec,209.7 mV
595.7 psec,209.4 mV
595.8 psec,209.1 mV
595.9 psec,208.6 mV
596.0 psec,208.0 mV
596.1 psec,207.4 mV
596.2 psec,206.6 mV
596.3 psec,205.9 mV
596.4 psec,205.0 mV
596.5 psec,204.1 mV
596.6 psec,203.2 mV
596.7 psec,202.2 mV
596.8 psec,201.2 mV
596.9 psec,200.2 mV
597.0 psec,199.2 mV
597.1 psec,198.2 mV
597.2 psec,197.2 mV
597.3 psec,196.3 mV
597.4 psec,195.4 mV
597.5 psec,194.5 mV
597.6 psec,193.7 mV
597.7 psec,193.0 mV
597.8 psec,192.3 mV
597.9 psec,191.8 mV
598.0 psec,191.3 mV
598.1 psec,190.9 mV
598.2 psec,190.6 mV
598.3 psec,190.4 mV
598.4 psec,190.3 mV
598.5 psec,190.3 mV
598.6 psec,190.4 mV
598.7 psec,190.6 mV
598.8 psec,190.9 mV
598.9 psec,191.3 mV
599.0 psec,191.8 mV
599.1 psec,192.4 mV
599.2 psec,193.1 mV
599.3 psec,193.8 mV
599.4 psec,194.6 mV
599.5 psec,195.5 mV
599.6 psec,196.4 mV
599.7 psec,197.3 mV
599.8 psec,198.3 mV
599.9 psec,199.3 mV
600.0 psec,200.2 mV
600.1 psec,201.2 mV
600.2 psec,202.2 mV
600.3 psec,203.1 mV
600.4 psec,204.1 mV
600.5 psec,204.9 mV
600.6 psec,205.7 mV
600.7 psec,206.5 mV
600.8 psec,207.2 mV
600.9 psec,207.8 mV
601.0 psec,208.3 mV
601.1 psec,208.7 mV
601.2 psec,209.0 mV
601.3 psec,209.2 mV
601.4 psec,209.4 mV
601.5 psec,209.4 mV
601.6 psec,209.3 mV
601.7 psec,209.2 mV
601.8 psec,208.9 mV
601.9 psec,208.5 mV
602.0 psec,208.1 mV
602.1 psec,207.5 mV
602.2 psec,206.9 mV
602.3 psec,206.2 mV
602.4 psec,205.4 mV
602.5 psec,204.6 mV
602.6 psec,203.7 mV
602.7 psec,202.8 mV
602.8 psec,201.8 mV
602.9 psec,200.9 mV
603.0 psec,199.9 mV
603.1 psec,198.9 mV
603.2 psec,198.0 mV
603.3 psec,197.0 mV
603.4 psec,196.1 mV
603.5 psec,195.3 mV
603.6 psec,194.5 mV
603.7 psec,193.7 mV
603.8 psec,193.1 mV
603.9 psec,192.5 mV
604.0 psec,192.0 mV
604.1 psec,191.6 mV
604.2 psec,191.2 mV
604.3 psec,191.0 mV
604.4 psec,190.9 mV
604.5 psec,190.9 mV
604.6 psec,190.9 mV
604.7 psec,191.1 mV
604.8 psec,191.4 mV
604.9 psec,191.8 mV
605.0 psec,192.2 mV
605.1 psec,192.8 mV
605.2 psec,193.4 mV
605.3 psec,194.1 mV
605.4 psec,194.9 mV
605.5 psec,195.7 mV
605.6 psec,196.6 mV
605.7 psec,197.5 mV
605.8 psec,198.4 mV
605.9 psec,199.4 mV
606.0 psec,200.3 mV
606.1 psec,201.3 mV
606.2 psec,202.2 mV
606.3 psec,203.1 mV
606.4 psec,204.0 mV
606.5 psec,204.8 mV
606.6 psec,205.6 mV
606.7 psec,206.3 mV
606.8 psec,206.9 mV
606.9 psec,207.5 mV
607.0 psec,207.9 mV
607.1 psec,208.3 mV
607.2 psec,208.6 mV
607.3 psec,208.8 mV
607.4 psec,208.9 mV
607.5 psec,208.9 mV
607.6 psec,208.7 mV
607.7 psec,208.5 mV
607.8 psec,208.2 mV
607.9 psec,207.8 mV
608.0 psec,207.3 mV
608.1 psec,206.7 mV
608.2 psec,206.1 mV
608.3 psec,205.3 mV
608.4 psec,204.5 mV
608.5 psec,203.7 mV
608.6 psec,202.8 mV
608.7 psec,201.9 mV
608.8 psec,201.0 mV
608.9 psec,200.0 mV
609.0 psec,199.1 mV
609.1 psec,198.2 mV
609.2 psec,197.3 mV
609.3 psec,196.4 mV
609.4 psec,195.6 mV
609.5 psec,194.8 mV
609.6 psec,194.1 mV
609.7 psec,193.4 mV
609.8 psec,192.9 mV
609.9 psec,192.4 mV
610.0 psec,192.0 mV
610.1 psec,191.7 mV
610.2 psec,191.5 mV
610.3 psec,191.4 mV
610.4 psec,191.4 mV
610.5 psec,191.5 mV
610.6 psec,191.7 mV
610.7 psec,192.0 mV
610.8 psec,192.3 mV
610.9 psec,192.8 mV
611.0 psec,193.4 mV
611.1 psec,194.0 mV
611.2 psec,194.7 mV
611.3 psec,195.5 mV
611.4 psec,196.3 mV
611.5 psec,197.2 mV
611.6 psec,198.1 mV
611.7 psec,199.0 mV
611.8 psec,199.9 mV
611.9 psec,200.8 mV
612.0 psec,201.7 mV
612.1 psec,202.6 mV
612.2 psec,203.5 mV
612.3 psec,204.3 mV
612.4 psec,205.1 mV
612.5 psec,205.8 mV
612.6 psec,206.4 mV
612.7 psec,207.0 mV
612.8 psec,207.4 mV
612.9 psec,207.8 mV
613.0 psec,208.1 mV
613.1 psec,208.3 mV
613.2 psec,208.4 mV
613.3 psec,208.4 mV
613.4 psec,208.3 mV
613.5 psec,208.1 mV
613.6 psec,207.8 mV
613.7 psec,207.4 mV
613.8 psec,206.9 mV
613.9 psec,206.3 mV
614.0 psec,205.7 mV
614.1 psec,205.0 mV
614.2 psec,204.2 mV
614.3 psec,203.4 mV
614.4 psec,202.6 mV
614.5 psec,201.7 mV
614.6 psec,200.8 mV
614.7 psec,199.9 mV
614.8 psec,199.0 mV
614.9 psec,198.1 mV
615.0 psec,197.2 mV
615.1 psec,196.4 mV
615.2 psec,195.6 mV
615.3 psec,194.8 mV
615.4 psec,194.2 mV
615.5 psec,193.6 mV
615.6 psec,193.0 mV
615.7 psec,192.6 mV
615.8 psec,192.3 mV
615.9 psec,192.0 mV
616.0 psec,191.9 mV
616.1 psec,191.8 mV
616.2 psec,191.8 mV
616.3 psec,192.0 mV
616.4 psec,192.2 mV
616.5 psec,192.6 mV
616.6 psec,193.0 mV
616.7 psec,193.5 mV
616.8 psec,194.1 mV
616.9 psec,194.8 mV
617.0 psec,195.5 mV
617.1 psec,196.3 mV
617.2 psec,197.1 mV
617.3 psec,198.0 mV
617.4 psec,198.8 mV
617.5 psec,199.7 mV
617.6 psec,200.6 mV
617.7 psec,201.5 mV
617.8 psec,202.4 mV
617.9 psec,203.2 mV
618.0 psec,204.0 mV
618.1 psec,204.8 mV
618.2 psec,205.5 mV
618.3 psec,206.1 mV
618.4 psec,206.6 mV
618.5 psec,207.1 mV
618.6 psec,207.5 mV
618.7 psec,207.7 mV
618.8 psec,207.9 mV
618.9 psec,208.0 mV
619.0 psec,208.0 mV
619.1 psec,207.9 mV
619.2 psec,207.6 mV
619.3 psec,207.3 mV
619.4 psec,206.9 mV
619.5 psec,206.5 mV
619.6 psec,205.9 mV
619.7 psec,205.3 mV
619.8 psec,204.5 mV
619.9 psec,203.8 mV
620.0 psec,203.0 mV
620.1 psec,202.1 mV
620.2 psec,201.3 mV
620.3 psec,200.4 mV
620.4 psec,199.5 mV
620.5 psec,198.6 mV
620.6 psec,197.8 mV
620.7 psec,196.9 mV
620.8 psec,196.1 mV
620.9 psec,195.4 mV
621.0 psec,194.7 mV
621.1 psec,194.1 mV
621.2 psec,193.6 mV
621.3 psec,193.1 mV
621.4 psec,192.7 mV
621.5 psec,192.5 mV
621.6 psec,192.3 mV
621.7 psec,192.2 mV
621.8 psec,192.2 mV
621.9 psec,192.3 mV
622.0 psec,192.5 mV
622.1 psec,192.8 mV
622.2 psec,193.2 mV
622.3 psec,193.7 mV
622.4 psec,194.3 mV
622.5 psec,194.9 mV
622.6 psec,195.6 mV
622.7 psec,196.4 mV
622.8 psec,197.2 mV
622.9 psec,198.0 mV
623.0 psec,198.8 mV
623.1 psec,199.7 mV
623.2 psec,200.6 mV
623.3 psec,201.5 mV
623.4 psec,202.3 mV
623.5 psec,203.1 mV
623.6 psec,203.9 mV
623.7 psec,204.6 mV
623.8 psec,205.3 mV
623.9 psec,205.9 mV
624.0 psec,206.4 mV
624.1 psec,206.8 mV
624.2 psec,207.2 mV
624.3 psec,207.4 mV
624.4 psec,207.6 mV
624.5 psec,207.6 mV
624.6 psec,207.6 mV
624.7 psec,207.5 mV
624.8 psec,207.2 mV
624.9 psec,206.9 mV
625.0 psec,206.5 mV
625.1 psec,206.0 mV
625.2 psec,205.4 mV
625.3 psec,204.8 mV
625.4 psec,204.1 mV
625.5 psec,203.3 mV
625.6 psec,202.5 mV
625.7 psec,201.7 mV
625.8 psec,200.8 mV
625.9 psec,200.0 mV
626.0 psec,199.1 mV
626.1 psec,198.3 mV
626.2 psec,197.4 mV
626.3 psec,196.6 mV
626.4 psec,195.9 mV
626.5 psec,195.2 mV
626.6 psec,194.6 mV
626.7 psec,194.0 mV
626.8 psec,193.6 mV
626.9 psec,193.2 mV
627.0 psec,192.9 mV
627.1 psec,192.7 mV
627.2 psec,192.6 mV
627.3 psec,192.5 mV
627.4 psec,192.6 mV
627.5 psec,192.8 mV
627.6 psec,193.1 mV
627.7 psec,193.5 mV
627.8 psec,193.9 mV
627.9 psec,194.5 mV
628.0 psec,195.1 mV
628.1 psec,195.7 mV
628.2 psec,196.5 mV
628.3 psec,197.2 mV
