"time
References : ['vcap70']
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real","vcap70
References : []
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real"
115.6 fsec,0.0000 V
116.6 fsec,0.0000 V
117.6 fsec,0.0000 V
118.6 fsec,0.0000 V
119.6 fsec,0.0000 V
120.6 fsec,0.0000 V
121.6 fsec,0.0000 V
122.6 fsec,0.0000 V
123.6 fsec,0.0000 V
124.6 fsec,0.0000 V
125.6 fsec,0.0000 V
126.6 fsec,0.0000 V
127.6 fsec,0.0000 V
128.6 fsec,0.0000 V
129.6 fsec,0.0000 V
130.6 fsec,0.0000 V
131.6 fsec,0.0000 V
132.6 fsec,0.0000 V
133.6 fsec,0.0000 V
134.6 fsec,0.0000 V
135.6 fsec,0.0000 V
136.6 fsec,0.0000 V
137.6 fsec,0.0000 V
138.6 fsec,0.0000 V
139.6 fsec,0.0000 V
140.6 fsec,0.0000 V
141.6 fsec,0.0000 V
142.6 fsec,0.0000 V
143.6 fsec,0.0000 V
144.6 fsec,0.0000 V
145.6 fsec,0.0000 V
146.6 fsec,0.0000 V
147.6 fsec,0.0000 V
148.6 fsec,0.0000 V
149.6 fsec,0.0000 V
150.6 fsec,0.0000 V
151.6 fsec,0.0000 V
152.6 fsec,0.0000 V
153.6 fsec,0.0000 V
154.6 fsec,0.0000 V
155.6 fsec,0.0000 V
156.6 fsec,0.0000 V
157.6 fsec,0.0000 V
158.6 fsec,0.0000 V
159.6 fsec,0.0000 V
160.6 fsec,0.0000 V
161.6 fsec,0.0000 V
162.6 fsec,0.0000 V
163.6 fsec,0.0000 V
164.6 fsec,0.0000 V
165.6 fsec,0.0000 V
166.6 fsec,0.0000 V
167.6 fsec,0.0000 V
168.6 fsec,0.0000 V
169.6 fsec,0.0000 V
170.6 fsec,0.0000 V
171.6 fsec,0.0000 V
172.6 fsec,0.0000 V
173.6 fsec,0.0000 V
174.6 fsec,0.0000 V
175.6 fsec,0.0000 V
176.6 fsec,0.0000 V
177.6 fsec,0.0000 V
178.6 fsec,0.0000 V
179.6 fsec,0.0000 V
180.6 fsec,0.0000 V
181.6 fsec,0.0000 V
182.6 fsec,0.0000 V
183.6 fsec,0.0000 V
184.6 fsec,0.0000 V
185.6 fsec,0.0000 V
186.6 fsec,0.0000 V
187.6 fsec,0.0000 V
188.6 fsec,0.0000 V
189.6 fsec,0.0000 V
190.6 fsec,0.0000 V
191.6 fsec,0.0000 V
192.6 fsec,0.0000 V
193.6 fsec,0.0000 V
194.6 fsec,0.0000 V
195.6 fsec,0.0000 V
196.6 fsec,0.0000 V
197.6 fsec,0.0000 V
198.6 fsec,0.0000 V
199.6 fsec,0.0000 V
200.6 fsec,0.0000 V
201.6 fsec,0.0000 V
202.6 fsec,0.0000 V
203.6 fsec,0.0000 V
204.6 fsec,0.0000 V
205.6 fsec,0.0000 V
206.6 fsec,0.0000 V
207.6 fsec,0.0000 V
208.6 fsec,0.0000 V
209.6 fsec,0.0000 V
210.6 fsec,0.0000 V
211.6 fsec,0.0000 V
212.6 fsec,0.0000 V
213.6 fsec,0.0000 V
214.6 fsec,0.0000 V
215.6 fsec,0.0000 V
216.6 fsec,0.0000 V
217.6 fsec,0.0000 V
218.6 fsec,0.0000 V
219.6 fsec,0.0000 V
220.6 fsec,0.0000 V
221.6 fsec,0.0000 V
222.6 fsec,0.0000 V
223.6 fsec,0.0000 V
224.6 fsec,0.0000 V
225.6 fsec,0.0000 V
226.6 fsec,0.0000 V
227.6 fsec,0.0000 V
228.6 fsec,0.0000 V
229.6 fsec,0.0000 V
230.6 fsec,0.0000 V
231.6 fsec,0.0000 V
232.6 fsec,0.0000 V
233.6 fsec,0.0000 V
234.6 fsec,0.0000 V
235.6 fsec,0.0000 V
236.6 fsec,0.0000 V
237.6 fsec,0.0000 V
238.6 fsec,0.0000 V
239.6 fsec,0.0000 V
240.6 fsec,0.0000 V
241.6 fsec,0.0000 V
242.6 fsec,0.0000 V
243.6 fsec,0.0000 V
244.6 fsec,0.0000 V
245.6 fsec,0.0000 V
246.6 fsec,0.0000 V
247.6 fsec,0.0000 V
248.6 fsec,0.0000 V
249.6 fsec,0.0000 V
250.6 fsec,infE-324V
251.6 fsec,0.01980E-321V
252.6 fsec,0.05446E-321V
253.6 fsec,0.1238E-321V
254.6 fsec,0.2525E-321V
255.6 fsec,0.4752E-321V
256.6 fsec,0.8515E-321V
257.6 fsec,1.480E-321V
258.6 fsec,2.505E-321V
259.6 fsec,4.153E-321V
260.6 fsec,6.767E-321V
261.6 fsec,0.01085E-318V
262.6 fsec,0.01725E-318V
263.6 fsec,0.02718E-318V
264.6 fsec,0.04257E-318V
265.6 fsec,0.06648E-318V
266.6 fsec,0.1038E-318V
267.6 fsec,0.1621E-318V
268.6 fsec,0.2518E-318V
269.6 fsec,0.3871E-318V
270.6 fsec,0.5868E-318V
271.6 fsec,0.8763E-318V
272.6 fsec,1.293E-318V
273.6 fsec,1.898E-318V
274.6 fsec,2.789E-318V
275.6 fsec,4.128E-318V
276.6 fsec,6.177E-318V
277.6 fsec,9.356E-318V
278.6 fsec,0.01433E-315V
279.6 fsec,0.02213E-315V
280.6 fsec,0.03441E-315V
281.6 fsec,0.05370E-315V
282.6 fsec,0.08402E-315V
283.6 fsec,0.1316E-315V
284.6 fsec,0.2065E-315V
285.6 fsec,0.3241E-315V
286.6 fsec,0.5091E-315V
287.6 fsec,0.8003E-315V
288.6 fsec,1.259E-315V
289.6 fsec,1.922E-315V
290.6 fsec,2.818E-315V
291.6 fsec,4.006E-315V
292.6 fsec,5.562E-315V
293.6 fsec,7.601E-315V
294.6 fsec,0.01040E-312V
295.6 fsec,0.01456E-312V
296.6 fsec,0.02363E-312V
297.6 fsec,0.03952E-312V
298.6 fsec,0.06542E-312V
299.6 fsec,0.1041E-312V
300.6 fsec,0.1615E-312V
301.6 fsec,0.2485E-312V
302.6 fsec,0.3785E-312V
303.6 fsec,0.5693E-312V
304.6 fsec,0.8522E-312V
305.6 fsec,1.272E-312V
306.6 fsec,1.899E-312V
307.6 fsec,2.847E-312V
308.6 fsec,4.283E-312V
309.6 fsec,6.473E-312V
310.6 fsec,9.825E-312V
311.6 fsec,0.01497E-309V
312.6 fsec,0.02286E-309V
313.6 fsec,0.03499E-309V
314.6 fsec,0.05364E-309V
315.6 fsec,0.08230E-309V
316.6 fsec,0.1263E-309V
317.6 fsec,0.4408E-309V
318.6 fsec,0.5441E-309V
319.6 fsec,0.4552E-309V
320.6 fsec,0.6969E-309V
321.6 fsec,1.066E-309V
322.6 fsec,1.134E-309V
323.6 fsec,1.744E-309V
324.6 fsec,2.306E-309V
325.6 fsec,3.050E-309V
326.6 fsec,4.572E-309V
327.6 fsec,7.394E-309V
328.6 fsec,0.01132E-306V
329.6 fsec,0.01729E-306V
330.6 fsec,0.02610E-306V
331.6 fsec,0.03970E-306V
332.6 fsec,0.05987E-306V
333.6 fsec,0.08969E-306V
334.6 fsec,0.1347E-306V
335.6 fsec,0.2022E-306V
336.6 fsec,0.3036E-306V
337.6 fsec,0.4546E-306V
338.6 fsec,0.6801E-306V
339.6 fsec,1.017E-306V
340.6 fsec,1.519E-306V
341.6 fsec,2.265E-306V
342.6 fsec,3.376E-306V
343.6 fsec,5.026E-306V
344.6 fsec,7.473E-306V
345.6 fsec,0.01110E-303V
346.6 fsec,0.01647E-303V
347.6 fsec,0.02440E-303V
348.6 fsec,0.03612E-303V
349.6 fsec,0.05342E-303V
350.6 fsec,0.07891E-303V
351.6 fsec,0.1165E-303V
352.6 fsec,0.1717E-303V
353.6 fsec,0.2528E-303V
354.6 fsec,0.3718E-303V
355.6 fsec,0.5464E-303V
356.6 fsec,0.8022E-303V
357.6 fsec,1.176E-303V
358.6 fsec,1.723E-303V
359.6 fsec,2.522E-303V
360.6 fsec,3.687E-303V
361.6 fsec,5.385E-303V
362.6 fsec,7.858E-303V
363.6 fsec,0.01145E-300V
364.6 fsec,0.01668E-300V
365.6 fsec,0.02426E-300V
366.6 fsec,0.03526E-300V
367.6 fsec,0.05120E-300V
368.6 fsec,0.07426E-300V
369.6 fsec,0.1076E-300V
370.6 fsec,0.1558E-300V
371.6 fsec,0.2253E-300V
372.6 fsec,0.3256E-300V
373.6 fsec,0.4700E-300V
374.6 fsec,0.6779E-300V
375.6 fsec,0.9768E-300V
376.6 fsec,1.406E-300V
377.6 fsec,2.022E-300V
378.6 fsec,2.906E-300V
379.6 fsec,4.171E-300V
380.6 fsec,5.983E-300V
381.6 fsec,8.573E-300V
382.6 fsec,0.01227E-297V
383.6 fsec,0.01756E-297V
384.6 fsec,0.02509E-297V
385.6 fsec,0.03582E-297V
386.6 fsec,0.05110E-297V
387.6 fsec,0.07284E-297V
388.6 fsec,0.1037E-297V
389.6 fsec,0.1476E-297V
390.6 fsec,0.2098E-297V
391.6 fsec,0.2980E-297V
392.6 fsec,0.4229E-297V
393.6 fsec,0.5996E-297V
394.6 fsec,0.8494E-297V
395.6 fsec,1.202E-297V
396.6 fsec,1.700E-297V
397.6 fsec,2.403E-297V
398.6 fsec,3.393E-297V
399.6 fsec,4.786E-297V
400.6 fsec,6.746E-297V
401.6 fsec,9.502E-297V
402.6 fsec,0.01337E-294V
403.6 fsec,0.01880E-294V
404.6 fsec,0.02642E-294V
405.6 fsec,0.03708E-294V
406.6 fsec,0.05202E-294V
407.6 fsec,0.07291E-294V
408.6 fsec,0.1021E-294V
409.6 fsec,0.1429E-294V
410.6 fsec,0.1998E-294V
411.6 fsec,0.2791E-294V
412.6 fsec,0.3897E-294V
413.6 fsec,0.5435E-294V
414.6 fsec,0.7576E-294V
415.6 fsec,1.055E-294V
416.6 fsec,1.469E-294V
417.6 fsec,2.042E-294V
418.6 fsec,2.838E-294V
419.6 fsec,3.941E-294V
420.6 fsec,5.468E-294V
421.6 fsec,7.581E-294V
422.6 fsec,0.01050E-291V
423.6 fsec,0.01454E-291V
424.6 fsec,0.02011E-291V
425.6 fsec,0.02780E-291V
426.6 fsec,0.03841E-291V
427.6 fsec,0.05301E-291V
428.6 fsec,0.07312E-291V
429.6 fsec,0.1008E-291V
430.6 fsec,0.1388E-291V
431.6 fsec,0.1910E-291V
432.6 fsec,0.2627E-291V
433.6 fsec,0.3611E-291V
434.6 fsec,0.4959E-291V
435.6 fsec,0.6806E-291V
436.6 fsec,0.9334E-291V
437.6 fsec,1.279E-291V
438.6 fsec,1.752E-291V
439.6 fsec,2.398E-291V
440.6 fsec,3.279E-291V
441.6 fsec,4.482E-291V
442.6 fsec,6.121E-291V
443.6 fsec,8.354E-291V
444.6 fsec,0.01139E-288V
445.6 fsec,0.01553E-288V
446.6 fsec,0.02115E-288V
447.6 fsec,0.02879E-288V
448.6 fsec,0.03916E-288V
449.6 fsec,0.05324E-288V
450.6 fsec,0.07232E-288V
451.6 fsec,0.09817E-288V
452.6 fsec,0.1332E-288V
453.6 fsec,0.1806E-288V
454.6 fsec,0.2446E-288V
455.6 fsec,0.3313E-288V
456.6 fsec,0.4482E-288V
457.6 fsec,0.6061E-288V
458.6 fsec,0.8191E-288V
459.6 fsec,1.106E-288V
460.6 fsec,1.493E-288V
461.6 fsec,2.014E-288V
462.6 fsec,2.715E-288V
463.6 fsec,3.657E-288V
464.6 fsec,4.923E-288V
465.6 fsec,6.624E-288V
466.6 fsec,8.907E-288V
467.6 fsec,0.01197E-285V
468.6 fsec,0.01607E-285V
469.6 fsec,0.02157E-285V
470.6 fsec,0.02894E-285V
471.6 fsec,0.03879E-285V
472.6 fsec,0.05197E-285V
473.6 fsec,0.06958E-285V
474.6 fsec,0.09310E-285V
475.6 fsec,0.1245E-285V
476.6 fsec,0.1664E-285V
477.6 fsec,0.2223E-285V
478.6 fsec,0.2967E-285V
479.6 fsec,0.3958E-285V
480.6 fsec,0.5278E-285V
481.6 fsec,0.7033E-285V
482.6 fsec,0.9367E-285V
483.6 fsec,1.247E-285V
484.6 fsec,1.659E-285V
485.6 fsec,2.205E-285V
486.6 fsec,2.930E-285V
487.6 fsec,3.891E-285V
488.6 fsec,5.164E-285V
489.6 fsec,6.850E-285V
490.6 fsec,9.082E-285V
491.6 fsec,0.01203E-282V
492.6 fsec,0.01594E-282V
493.6 fsec,0.02109E-282V
494.6 fsec,0.02790E-282V
495.6 fsec,0.03689E-282V
496.6 fsec,0.04874E-282V
497.6 fsec,0.06436E-282V
498.6 fsec,0.08495E-282V
499.6 fsec,0.1121E-282V
500.6 fsec,0.1478E-282V
501.6 fsec,0.1947E-282V
502.6 fsec,0.2565E-282V
503.6 fsec,0.3376E-282V
504.6 fsec,0.4441E-282V
505.6 fsec,0.5840E-282V
506.6 fsec,0.7676E-282V
507.6 fsec,1.008E-282V
508.6 fsec,1.324E-282V
509.6 fsec,1.737E-282V
510.6 fsec,2.278E-282V
511.6 fsec,2.986E-282V
512.6 fsec,3.912E-282V
513.6 fsec,5.123E-282V
514.6 fsec,6.705E-282V
515.6 fsec,8.771E-282V
516.6 fsec,0.01147E-279V
517.6 fsec,0.01499E-279V
518.6 fsec,0.01958E-279V
519.6 fsec,0.02556E-279V
520.6 fsec,0.03335E-279V
521.6 fsec,0.04349E-279V
522.6 fsec,0.05669E-279V
523.6 fsec,0.07386E-279V
524.6 fsec,0.09619E-279V
525.6 fsec,0.1252E-279V
526.6 fsec,0.1629E-279V
527.6 fsec,0.2118E-279V
528.6 fsec,0.2753E-279V
529.6 fsec,0.3576E-279V
530.6 fsec,0.4643E-279V
531.6 fsec,0.6026E-279V
532.6 fsec,0.7817E-279V
533.6 fsec,1.014E-279V
534.6 fsec,1.314E-279V
535.6 fsec,1.702E-279V
536.6 fsec,2.203E-279V
537.6 fsec,2.851E-279V
538.6 fsec,3.688E-279V
539.6 fsec,4.768E-279V
540.6 fsec,6.162E-279V
541.6 fsec,7.959E-279V
542.6 fsec,0.01028E-276V
543.6 fsec,0.01326E-276V
544.6 fsec,0.01711E-276V
545.6 fsec,0.02206E-276V
546.6 fsec,0.02843E-276V
547.6 fsec,0.03662E-276V
548.6 fsec,0.04715E-276V
549.6 fsec,0.06068E-276V
550.6 fsec,0.07806E-276V
551.6 fsec,0.1004E-276V
552.6 fsec,0.1290E-276V
553.6 fsec,0.1657E-276V
554.6 fsec,0.2128E-276V
555.6 fsec,0.2732E-276V
556.6 fsec,0.3505E-276V
557.6 fsec,0.4495E-276V
558.6 fsec,0.5762E-276V
559.6 fsec,0.7383E-276V
560.6 fsec,0.9456E-276V
561.6 fsec,1.211E-276V
562.6 fsec,1.549E-276V
563.6 fsec,1.981E-276V
564.6 fsec,2.533E-276V
565.6 fsec,3.238E-276V
566.6 fsec,4.136E-276V
567.6 fsec,5.282E-276V
568.6 fsec,6.742E-276V
569.6 fsec,8.601E-276V
570.6 fsec,0.01097E-273V
571.6 fsec,0.01398E-273V
572.6 fsec,0.01782E-273V
573.6 fsec,0.02270E-273V
574.6 fsec,0.02890E-273V
575.6 fsec,0.03678E-273V
576.6 fsec,0.04679E-273V
577.6 fsec,0.05949E-273V
578.6 fsec,0.07562E-273V
579.6 fsec,0.09609E-273V
580.6 fsec,0.1220E-273V
581.6 fsec,0.1549E-273V
582.6 fsec,0.1966E-273V
583.6 fsec,0.2494E-273V
584.6 fsec,0.3163E-273V
585.6 fsec,0.4009E-273V
586.6 fsec,0.5080E-273V
587.6 fsec,0.6434E-273V
588.6 fsec,0.8145E-273V
589.6 fsec,1.031E-273V
590.6 fsec,1.304E-273V
591.6 fsec,1.649E-273V
592.6 fsec,2.084E-273V
593.6 fsec,2.634E-273V
594.6 fsec,3.327E-273V
595.6 fsec,4.200E-273V
596.6 fsec,5.301E-273V
597.6 fsec,6.688E-273V
598.6 fsec,8.434E-273V
599.6 fsec,0.01063E-270V
600.6 fsec,0.01340E-270V
601.6 fsec,0.01688E-270V
602.6 fsec,0.02125E-270V
603.6 fsec,0.02675E-270V
604.6 fsec,0.03366E-270V
605.6 fsec,0.04234E-270V
606.6 fsec,0.05324E-270V
607.6 fsec,0.06691E-270V
608.6 fsec,0.08407E-270V
609.6 fsec,0.1056E-270V
610.6 fsec,0.1326E-270V
611.6 fsec,0.1664E-270V
612.6 fsec,0.2087E-270V
613.6 fsec,0.2618E-270V
614.6 fsec,0.3282E-270V
615.6 fsec,0.4113E-270V
616.6 fsec,0.5152E-270V
617.6 fsec,0.6452E-270V
618.6 fsec,0.8077E-270V
619.6 fsec,1.011E-270V
620.6 fsec,1.264E-270V
621.6 fsec,1.581E-270V
622.6 fsec,1.977E-270V
623.6 fsec,2.470E-270V
624.6 fsec,3.086E-270V
625.6 fsec,3.853E-270V
626.6 fsec,4.810E-270V
627.6 fsec,6.002E-270V
628.6 fsec,7.487E-270V
629.6 fsec,9.337E-270V
630.6 fsec,0.01164E-267V
631.6 fsec,0.01450E-267V
632.6 fsec,0.01807E-267V
633.6 fsec,0.02250E-267V
634.6 fsec,0.02801E-267V
635.6 fsec,0.03486E-267V
636.6 fsec,0.04337E-267V
637.6 fsec,0.05393E-267V
638.6 fsec,0.06705E-267V
639.6 fsec,0.08333E-267V
640.6 fsec,0.1035E-267V
641.6 fsec,0.1286E-267V
642.6 fsec,0.1596E-267V
643.6 fsec,0.1981E-267V
644.6 fsec,0.2458E-267V
645.6 fsec,0.3049E-267V
646.6 fsec,0.3780E-267V
647.6 fsec,0.4686E-267V
648.6 fsec,0.5806E-267V
649.6 fsec,0.7192E-267V
650.6 fsec,0.8905E-267V
651.6 fsec,1.102E-267V
652.6 fsec,1.364E-267V
653.6 fsec,1.688E-267V
654.6 fsec,2.087E-267V
655.6 fsec,2.580E-267V
656.6 fsec,3.189E-267V
657.6 fsec,3.940E-267V
658.6 fsec,4.866E-267V
659.6 fsec,6.009E-267V
660.6 fsec,7.417E-267V
661.6 fsec,9.152E-267V
662.6 fsec,0.01129E-264V
663.6 fsec,0.01392E-264V
664.6 fsec,0.01716E-264V
665.6 fsec,0.02115E-264V
666.6 fsec,0.02606E-264V
667.6 fsec,0.03210E-264V
668.6 fsec,0.03952E-264V
669.6 fsec,0.04865E-264V
670.6 fsec,0.05986E-264V
671.6 fsec,0.07364E-264V
672.6 fsec,0.09056E-264V
673.6 fsec,0.1113E-264V
674.6 fsec,0.1368E-264V
675.6 fsec,0.1681E-264V
676.6 fsec,0.2065E-264V
677.6 fsec,0.2536E-264V
678.6 fsec,0.3113E-264V
679.6 fsec,0.3820E-264V
680.6 fsec,0.4686E-264V
681.6 fsec,0.5747E-264V
682.6 fsec,0.7047E-264V
683.6 fsec,0.8638E-264V
684.6 fsec,1.058E-264V
685.6 fsec,1.297E-264V
686.6 fsec,1.588E-264V
687.6 fsec,1.944E-264V
688.6 fsec,2.379E-264V
689.6 fsec,2.912E-264V
690.6 fsec,3.561E-264V
691.6 fsec,4.355E-264V
692.6 fsec,5.325E-264V
693.6 fsec,6.508E-264V
694.6 fsec,7.951E-264V
695.6 fsec,9.712E-264V
696.6 fsec,0.01186E-261V
697.6 fsec,0.01448E-261V
698.6 fsec,0.01767E-261V
699.6 fsec,0.02156E-261V
700.6 fsec,0.02630E-261V
701.6 fsec,0.03207E-261V
702.6 fsec,0.03910E-261V
703.6 fsec,0.04765E-261V
704.6 fsec,0.05806E-261V
705.6 fsec,0.07072E-261V
706.6 fsec,0.08611E-261V
707.6 fsec,0.1048E-261V
708.6 fsec,0.1276E-261V
709.6 fsec,0.1552E-261V
710.6 fsec,0.1888E-261V
711.6 fsec,0.2296E-261V
712.6 fsec,0.2792E-261V
713.6 fsec,0.3393E-261V
714.6 fsec,0.4123E-261V
715.6 fsec,0.5009E-261V
716.6 fsec,0.6083E-261V
717.6 fsec,0.7385E-261V
718.6 fsec,0.8964E-261V
719.6 fsec,1.088E-261V
720.6 fsec,1.320E-261V
721.6 fsec,1.600E-261V
722.6 fsec,1.940E-261V
723.6 fsec,2.352E-261V
724.6 fsec,2.851E-261V
725.6 fsec,3.454E-261V
726.6 fsec,4.183E-261V
727.6 fsec,5.065E-261V
728.6 fsec,6.132E-261V
729.6 fsec,7.421E-261V
730.6 fsec,8.980E-261V
731.6 fsec,0.01086E-258V
732.6 fsec,0.01314E-258V
733.6 fsec,0.01588E-258V
734.6 fsec,0.01920E-258V
735.6 fsec,0.02320E-258V
736.6 fsec,0.02803E-258V
737.6 fsec,0.03385E-258V
738.6 fsec,0.04087E-258V
739.6 fsec,0.04934E-258V
740.6 fsec,0.05955E-258V
741.6 fsec,0.07185E-258V
742.6 fsec,0.08668E-258V
743.6 fsec,0.1045E-258V
744.6 fsec,0.1260E-258V
745.6 fsec,0.1519E-258V
746.6 fsec,0.1831E-258V
747.6 fsec,0.2206E-258V
748.6 fsec,0.2657E-258V
749.6 fsec,0.3199E-258V
750.6 fsec,0.3852E-258V
751.6 fsec,0.4636E-258V
752.6 fsec,0.5578E-258V
753.6 fsec,0.6711E-258V
754.6 fsec,0.8071E-258V
755.6 fsec,0.9705E-258V
756.6 fsec,1.167E-258V
757.6 fsec,1.402E-258V
758.6 fsec,1.685E-258V
759.6 fsec,2.024E-258V
760.6 fsec,2.431E-258V
761.6 fsec,2.919E-258V
762.6 fsec,3.504E-258V
763.6 fsec,4.205E-258V
764.6 fsec,5.045E-258V
765.6 fsec,6.052E-258V
766.6 fsec,7.258E-258V
767.6 fsec,8.703E-258V
768.6 fsec,0.01043E-255V
769.6 fsec,0.01250E-255V
770.6 fsec,0.01498E-255V
771.6 fsec,0.01795E-255V
772.6 fsec,0.02149E-255V
773.6 fsec,0.02573E-255V
774.6 fsec,0.03080E-255V
775.6 fsec,0.03687E-255V
776.6 fsec,0.04411E-255V
777.6 fsec,0.05277E-255V
778.6 fsec,0.06311E-255V
779.6 fsec,0.07546E-255V
780.6 fsec,0.09021E-255V
781.6 fsec,0.1078E-255V
782.6 fsec,0.1288E-255V
783.6 fsec,0.1539E-255V
784.6 fsec,0.1838E-255V
785.6 fsec,0.2195E-255V
786.6 fsec,0.2620E-255V
787.6 fsec,0.3127E-255V
788.6 fsec,0.3732E-255V
789.6 fsec,0.4452E-255V
790.6 fsec,0.5310E-255V
791.6 fsec,0.6332E-255V
792.6 fsec,0.7550E-255V
793.6 fsec,0.8999E-255V
794.6 fsec,1.072E-255V
795.6 fsec,1.278E-255V
796.6 fsec,1.522E-255V
797.6 fsec,1.813E-255V
798.6 fsec,2.158E-255V
799.6 fsec,2.569E-255V
800.6 fsec,3.058E-255V
801.6 fsec,3.638E-255V
802.6 fsec,4.328E-255V
803.6 fsec,5.148E-255V
804.6 fsec,6.122E-255V
805.6 fsec,7.278E-255V
806.6 fsec,8.651E-255V
807.6 fsec,0.01028E-252V
808.6 fsec,0.01221E-252V
809.6 fsec,0.01451E-252V
810.6 fsec,0.01723E-252V
811.6 fsec,0.02046E-252V
812.6 fsec,0.02429E-252V
813.6 fsec,0.02883E-252V
814.6 fsec,0.03421E-252V
815.6 fsec,0.04058E-252V
816.6 fsec,0.04814E-252V
817.6 fsec,0.05709E-252V
818.6 fsec,0.06769E-252V
819.6 fsec,0.08024E-252V
820.6 fsec,0.09509E-252V
821.6 fsec,0.1127E-252V
822.6 fsec,0.1335E-252V
823.6 fsec,0.1581E-252V
824.6 fsec,0.1872E-252V
825.6 fsec,0.2217E-252V
826.6 fsec,0.2624E-252V
827.6 fsec,0.3105E-252V
828.6 fsec,0.3674E-252V
829.6 fsec,0.4347E-252V
830.6 fsec,0.5141E-252V
831.6 fsec,0.6079E-252V
832.6 fsec,0.7188E-252V
833.6 fsec,0.8496E-252V
834.6 fsec,1.004E-252V
835.6 fsec,1.186E-252V
836.6 fsec,1.402E-252V
837.6 fsec,1.655E-252V
838.6 fsec,1.955E-252V
839.6 fsec,2.308E-252V
840.6 fsec,2.724E-252V
841.6 fsec,3.215E-252V
842.6 fsec,3.794E-252V
843.6 fsec,4.476E-252V
844.6 fsec,5.279E-252V
845.6 fsec,6.226E-252V
846.6 fsec,7.340E-252V
847.6 fsec,8.653E-252V
